Symbol,Company Name,Industry,Market Cap
FFIV,"F5, Inc.",Software - Infrastructure,8697647202
FFNW,First Financial Northwest,Banks - Regional,114900010
FFWM,First Foundation,Banks - Regional,411923617
FG,F&G Annuities & Life,Insurance - Life,2255154400
FGBI,First Guaranty Bancshares,Banks - Regional,153678912
FGEN,FibroGen,Biotechnology,1790416853
FGF,FG Financial Group,Insurance - Diversified,25292929
FGH,FG Group Holdings,Leisure,38160416
FGI,FGI Industries,"Furnishings, Fixtures & Appliances",18905000
FGMC,FG Merger,Shell Companies,105641120
FHB,First Hawaiian,Banks - Regional,2619301880
FHI,Federated Hermes,Asset Management,3585989082
FHLT,Future Health ESG,Shell Companies,66904131
FHN,First Horizon,Banks - Regional,9607925852
FHTX,Foghorn Therapeutics,Biotechnology,245808108
FIAC,Focus Impact Acquisition,Shell Companies,299000000
FIBK,First Interstate BancSystem,Banks - Regional,3082053910
FICO,Fair Isaac,Software - Application,17352787232
FICV,Frontier Investment,Shell Companies,255875000
FIGS,"FIGS, Inc.",Apparel Manufacturing,1082861033
FINV,FinVolution Group,Credit Services,1192152720
FINW,FinWise Bancorp,Banks - Regional,114711822
FIP,FTAI Infrastructure,Conglomerates,295351959
FIS,Fidelity National Information Services,Information Technology Services,32017762852
FISI,Financial Institutions,Banks - Regional,295978375
FISV,Fiserv,Information Technology Services,70871458385
FITB,Fifth Third Bancorp,Banks - Regional,17979826022
FIVE,Five Below,Specialty Retail,11690479785
FIVN,Five9,Software - Infrastructure,5040357809
FIX,Comfort Systems USA,Engineering & Construction,5239548180
FIXX,Homology Medicines,Biotechnology,57678400
FIZZ,National Beverage,Beverages - Non-Alcoholic,4927165851
FKWL,Franklin Wireless,Communication Equipment,57978756
FL,Foot Locker,Apparel Retail,3869845748
FLAG,First Light Acquisition Group,Shell Companies,101447265
FLEX,Flex Ltd.,Electronic Components,10167365560
FLFV,Feutune Light Acquisition,Shell Companies,133270368
FLGC,Flora Growth,Drug Manufacturers - Specialty & Generic,35072175
FLGT,Fulgent Genetics,Diagnostics & Research,914197236
FLIC,The First of Long Island Corporation,Banks - Regional,307519384
FLJ,FLJ Group,Real Estate Services,245951980
FLL,Full House Resorts,Resorts & Casinos,248795868
FLME,Flame Acquisition,Shell Companies,364406250
FLNC,Fluence Energy,Utilities - Renewable,3357408406
FLNG,FLEX LNG,Oil & Gas Midstream,1777951152
FLNT,Fluent,Advertising Agencies,68497504
FLO,Flowers Foods,Packaged Foods,5869219722
FLR,Fluor,Engineering & Construction,4464719160
FLS,Flowserve,Specialty Industrial Machinery,4515703920
FLT,FLEETCOR Technologies,Software - Infrastructure,15548617812
FLUX,Flux Power Holdings,Electrical Equipment & Parts,77823223
FLWS,1-800-FLOWERS.COM,Specialty Retail,750650666
FLXS,Flexsteel Industries,"Furnishings, Fixtures & Appliances",101010879
FLYW,Flywire,Information Technology Services,3159996900
FMAO,Farmers & Merchants Bancorp,Banks - Regional,322110828
FMBH,First Mid Bancshares,Banks - Regional,560196675
FMC,FMC Corporation,Agricultural Inputs,15356174820
FMIV,Forum Merger IV,Shell Companies,436919604
FMNB,Farmers National Banc,Banks - Regional,472743935
FMS,Fresenius Medical Care AG & Co. KGaA,Medical Care Facilities,12640253752
FMX,"Fomento Económico Mexicano,",Beverages - Brewers,148723498330
FN,Fabrinet,Electronic Components,4259776696
FNA,Paragon 28,Medical Devices,1509413402
FNB,F.N.B.,Banks - Regional,4120926880
FNCB,FNCB Bancorp,Banks - Regional,125371792
FNCH,Finch Therapeutics Group,Biotechnology,17885830
FND,Floor & Decor Holdings,Home Improvement Retail,10500544320
FNF,Fidelity National Financial,Insurance - Specialty,9442861108
FNGR,FingerMotion,Telecom Services,74569726
FNKO,Funko,Leisure,443459652
FNLC,The First Bancorp,Banks - Regional,285791760
FNV,Franco-Nevada,Gold,28885652086
FNVT,Finnovate Acquisition,Shell Companies,227329875
FNWB,First Northwest Bancorp,Banks - Regional,117636570
FNWD,Finward Bancorp,Banks - Regional,127447560
FOA,Finance Of America Companies,Credit Services,79158252
FOCS,Focus Financial Partners,Asset Management,3418547328
FOLD,Amicus Therapeutics,Biotechnology,3183370990
FONR,FONAR,Medical Devices,103825822
FOR,Forestar Group,Real Estate - Development,774461656
FORA,Forian,Health Information Services,119007297
FORD,Forward Industries,Footwear & Accessories,11570380
FORG,ForgeRock,Software - Infrastructure,1809831357
FORL,Four Leaf Acquisition,Shell Companies,70429580
FORM,FormFactor,Semiconductors,2411411905
FORR,Forrester Research,Consulting Services,610836798
FORTY,Formula Systems (1985),Information Technology Services,966240516
FOSL,Fossil Group,Luxury Goods,168483575
FOUR,Shift4 Payments,Software - Infrastructure,6209435149
FOX,Fox Corporation,Entertainment,17584296368
FOXA,Fox Corporation,Entertainment,17617670601
FOXF,Fox Factory Holding,Auto Parts,5169194420
FOXO,FOXO Technologies,Health Information Services,12074373
FPAY,FlexShopper,Rental & Leasing Services,16965624
FPH,"Five Point Holdings, LLC",Real Estate - Development,343055104
FPI,Farmland Partners,REIT - Specialty,573732396
FR,First Industrial Realty Trust,REIT - Industrial,6960909150
FRAF,Franklin Financial Services,Banks - Regional,132142355
FRBA,First Bank,Banks - Regional,199606860
FRBK,Republic First Bancorp,Banks - Regional,101543124
FRBN,Forbion European Acquisition,Shell Companies,166663739
FRC,First Republic Bank,Banks - Regional,2718797517
FRD,"Friedman Industries,",Steel,87474497
FREE,Whole Earth Brands,Packaged Foods,104811072
FREQ,Frequency Therapeutics,Biotechnology,16796517
FREY,FREYR Battery,Electrical Equipment & Parts,1201462931
FRG,Franchise Group,Specialty Retail,951378792
FRGE,Forge Global Holdings,Software - Application,272774360
FRGI,Fiesta Restaurant Group,Restaurants,217346640
FRGT,Freight Technologies,Software - Application,7164344
FRHC,Freedom Holding,Capital Markets,4243572594
FRLA,Fortune Rise Acquisition,Shell Companies,137087877
FRLN,Freeline Therapeutics Holdings,Biotechnology,30544653
FRME,First Merchants,Banks - Regional,1950935614
FRO,Frontline,Oil & Gas Midstream,3319309049
FROG,JFrog,Software - Application,1957478670
FRPH,FRP Holdings,Real Estate Services,548326116
FRPT,Freshpet,Packaged Foods,3224521413
FRSH,Freshworks,Software - Application,4417346260
FRST,Primis Financial,Banks - Regional,235746525
FRSX,Foresight Autonomous Holdings,Auto Parts,27072142
FRT,Federal Realty Investment Trust,REIT - Retail,8047581030
FRTX,Fresh Tracks Therapeutics,Biotechnology,1747343
FRXB,Forest Road Acquisition Corp. II,Shell Companies,131452514
FRZA,Forza X1,Recreational Vehicles,12644500
FSBC,Five Star Bancorp,Banks - Regional,355360751
FSBW,FS Bancorp,Banks - Regional,229440002
FSEA,First Seacoast Bancorp,Banks - Regional,45182199
FSFG,First Savings Financial Group,Banks - Regional,110064107
FSI,Flexible Solutions International,Specialty Chemicals,39888423
FSK,FS KKR Capital,Asset Management,5190490648
FSLR,First Solar,Solar,22271527270
FSLY,Fastly,Software - Application,2070354000
FSM,Fortuna Silver Mines,Silver,1131865862
FSNB,Fusion Acquisition Corp. II,Shell Companies,633750010
FSP,Franklin Street Properties,REIT - Office,161048160
FSR,Fisker,Auto Manufacturers,1907259511
FSRX,FinServ Acquisition Corp. II,Shell Companies,135374390
FSS,Federal Signal,Pollution & Treatment Controls,3304448133
FSTR,L.B. Foster Company,Railroads,129312660
FSV,FirstService,Real Estate Services,6262304796
FTAI,Fortress Transportation and Infrastructure Investors LLC,Rental & Leasing Services,2766476912
FTCH,Farfetch,Internet Retail,1842871485
FTCI,FTC Solar,Solar,237876800
FTDR,Frontdoor,Personal Services,2284196004
FTEK,Fuel Tech,Pollution & Treatment Controls,39082227
FTFT,Future FinTech Group,Software - Application,15938852
FTHM,Fathom Holdings,Real Estate Services,71815150
FTI,TechnipFMC,Oil & Gas Equipment & Services,6222442800
FTII,FutureTech II Acquisition,Shell Companies,157455939
FTK,Flotek Industries,Oil & Gas Equipment & Services,61375761
FTNT,Fortinet,Software - Infrastructure,51991415399
FTS,Fortis,Utilities - Regulated Electric,20541623459
FTV,Fortive,Scientific & Technical Instruments,23946892742
FUBO,fuboTV,Broadcasting,239052309
FUL,H.B. Fuller Company,Specialty Chemicals,3626439519
FULC,Fulcrum Therapeutics,Biotechnology,171072430
FULT,Fulton Financial,Banks - Regional,2282370540
FUN,"Cedar Fair,",Leisure,2371670502
FUNC,First United,Banks - Regional,113457891
FURY,Fury Gold Mines,Other Industrial Metals & Mining,72773504
FUSB,First US Bancshares,Banks - Regional,46250793
FUSN,Fusion Pharmaceuticals,Biotechnology,240145940
FUTU,Futu Holdings,Capital Markets,7238032400
FUV,Arcimoto,Recreational Vehicles,9485834
FVCB,FVCBankcorp,Banks - Regional,191234844
FVRR,Fiverr International,Internet Content & Information,1271820276
FWAC,Fifth Wall Acquisition Corp. III,Shell Companies,360582040
FWBI,First Wave BioPharma,Biotechnology,3749984
FWONA,Formula One Group,Entertainment,16931640264
FWRD,Forward Air,Integrated Freight & Logistics,2777439333
FWRG,First Watch Restaurant Group,Restaurants,943408056
FXCO,Financial Strategies Acquisition,Shell Companies,70070865
FXLV,F45 Training Holdings,Leisure,109966854
FXNC,First National,Banks - Regional,99298824
FYBR,Frontier Communications Parent,Telecom Services,5461941600
FZT,FAST Acquisition Corp. II,Shell Companies,129604719
G,Genpact,Information Technology Services,8445100252
GABC,German American Bancorp,Banks - Regional,991266452
GAIA,"Gaia, Inc.",Entertainment,61957350
GAIN,Gladstone Investment,Asset Management,442281710
GALT,Galectin Therapeutics,Biotechnology,115286440
GAMB,Gambling.com Group,Gambling,357044237
GAMC,Golden Arrow Merger,Shell Companies,366208425
GAME,Engine Gaming and Media,Electronic Gaming & Multimedia,21552036
GAN,GAN Limited,Gambling,57496500
GANX,Gain Therapeutics,Biotechnology,57753324
GAQ,Generation Asia I Acquisition,Shell Companies,304122309
GASS,StealthGas,Marine Shipping,101235830
GATE,Marblegate Acquisition,Shell Companies,418315005
GATO,Gatos Silver,Other Precious Metals & Mining,470994582
GATX,GATX Corporation,Rental & Leasing Services,3885007756
GAU,Galiano Gold,Gold,140589380
GB,Global Blue Group Holding AG,Software - Infrastructure,1139136000
GBBK,Global Blockchain Acquisition,Shell Companies,225848250
GBCI,Glacier Bancorp,Banks - Regional,4595478600
GBDC,Golub Capital BDC,Asset Management,2301969120
GBIO,Generation Bio Co.,Biotechnology,273894918
GBLI,"Global Indemnity Group, LLC",Insurance - Property & Casualty,381507975
GBNH,Greenbrook TMS,Medical Care Facilities,30077907
GBNY,Generations Bancorp NY,Banks - Regional,23879730
GBR,New Concept Energy,Real Estate Services,6491891
GBRG,Goldenbridge Acquisition,Shell Companies,38275748
GBTG,Global Business Travel Group,Software - Application,3085247703
GBX,The Greenbrier Companies,Railroads,1064454269
GCBC,Greene County Bancorp,Banks - Regional,388551576
GCI,Gannett Co.,Publishing,266757255
GCMG,"Grosvenor Capital Management,",Asset Management,1442713600
GCO,Genesco,Apparel Retail,473726160
GCT,GigaCloud Technology,Software - Infrastructure,261194490
GCTK,GlucoTrack,Medical Instruments & Supplies,5798346
GD,General Dynamics,Aerospace & Defense,63832541322
GDC,GD Culture Group,Software - Application,5538977
GDDY,GoDaddy,Software - Infrastructure,11864489280
GDEN,Golden Entertainment,Resorts & Casinos,1226350080
GDNR,Gardiner Healthcare Acquisitions,Shell Companies,112986976
GDOT,Green Dot,Credit Services,868894320
GDRX,GoodRx Holdings,Health Information Services,2389377766
GDS,GDS Holdings,Information Technology Services,3665951261
GDST,Goldenstone Acquisition,Shell Companies,78882499
GDYN,Grid Dynamics Holdings,Information Technology Services,865068278
GE,General Electric Company,Specialty Industrial Machinery,105669931397
GECC,Great Elm Capital,Asset Management,68947497
GEEX,Games & Esports Experience Acquisition,Shell Companies,262750000
GEF,Greif,Packaging & Containers,3288156002
GEF.B,Greif,Packaging & Containers,3288438736
GEG,Great Elm Group,Medical Distribution,68537280
GEHC,GE HealthCare Technologies,Health Information Services,37135687369
GEHI,Gravitas Education Holdings,Education & Training Services,19244316
GEL,"Genesis Energy,",Oil & Gas Midstream,1432480910
GEN,Gen Digital,Software - Infrastructure,10967454052
GENC,Gencor Industries,Farm & Heavy Construction Machinery,225142257
GENE,Genetic Technologies,Diagnostics & Research,22650737
GENI,Genius Sports,Internet Content & Information,983647043
GENQ,Genesis Unicorn Capital,Shell Companies,92032527
GEO,The GEO Group,Security & Protection Services,992806960
GEOS,Geospace Technologies,Oil & Gas Equipment & Services,98285535
GERN,Geron,Biotechnology,1103926705
GES,Guess',Apparel Retail,1075613526
GETR,Getaround,Software - Application,26566811
GETY,Getty Images Holdings,Internet Content & Information,2347891920
GEVO,"Gevo, Inc.",Specialty Chemicals,365237192
GFAI,Guardforce AI,Security & Protection Services,31122177
GFF,Griffon,Conglomerates,1831102124
GFGD,The Growth for Good Acquisition,Shell Companies,332356240
GFI,Gold Fields,Gold,11997961448
GFL,GFL Environmental,Waste Management,12745332941
GFOR,Graf Acquisition Corp. IV,Shell Companies,219144030
GFS,GLOBALFOUNDRIES,Semiconductors,38542113527
GFX,Golden Falcon Acquisition,Shell Companies,129747686
GGAA,Genesis Growth Tech Acquisition,Shell Companies,331137965
GGAL,Grupo Financiero Galicia,Banks - Regional,4001866527
GGB,Gerdau,Steel,8935913119
GGE,Green Giant,Real Estate - Development,157247837
GGG,Graco,Specialty Industrial Machinery,12159478679
GGR,Gogoro,Auto Parts,950039140
GH,Guardant Health,Diagnostics & Research,2470095840
GHC,Graham Holdings Company,Education & Training Services,2841455238
GHG,GreenTree Hospitality Group,Lodging,470938500
GHI,Greystone Housing Impact Investors LP,Mortgage Finance,388796025
GHIX,Gores Holdings IX,Shell Companies,661171835
GHL,Greenhill & Co.,Capital Markets,165890412
GHLD,Guild Holdings Company,Mortgage Finance,664261896
GHM,Graham,Specialty Industrial Machinery,147761820
GHRS,GH Research,Biotechnology,409923904
GHSI,Guardion Health Sciences,Drug Manufacturers - Specialty & Generic,7724765
GIA,GigCapital5,Shell Companies,111292916
GIB,CGI Inc.,Information Technology Services,23319453736
GIC,Global Industrial Company,Industrial Distribution,1010668230
GIFI,Gulf Island Fabrication,Metal Fabrication,60377940
GIGM,GigaMedia,Electronic Gaming & Multimedia,15638863
GIII,G-III Apparel Group,Apparel Manufacturing,723361060
GIL,Gildan Activewear,Apparel Manufacturing,6072806380
GILD,Gilead Sciences,Drug Manufacturers - General,103951774136
GILT,Gilat Satellite Networks,Communication Equipment,293829255
GIPR,Generation Income Properties,REIT - Diversified,11853395
GIS,General Mills,Packaged Foods,50465454305
GKOS,Glaukos,Medical Devices,2370464535
GL,Globe Life,Insurance - Life,10566175764
GLAD,Gladstone Capital,Asset Management,340677486
GLBE,Global-e Online,Internet Retail,4967922500
GLBS,Globus Maritime,Marine Shipping,22023061
GLBZ,Glen Burnie Bancorp,Banks - Regional,21344623
GLDD,Great Lakes Dredge & Dock,Engineering & Construction,360854240
GLDG,GoldMining,Gold,208474990
GLG,TD Holdings,Other Industrial Metals & Mining,128530240
GLLI,Globalink Investment,Shell Companies,155129100
GLMD,Galmed Pharmaceuticals,Biotechnology,8821190
GLNG,Golar LNG,Oil & Gas Midstream,2299440000
GLOB,Globant,Information Technology Services,6728446032
GLOP,GasLog Partners LP,Oil & Gas Midstream,455018916
GLP,Global Partners LP,Oil & Gas Midstream,1065637500
GLPG,Galapagos NV,Biotechnology,2509361568
GLPI,Gaming and Leisure Properties,REIT - Specialty,13516478080
GLRE,Greenlight Capital Re,Insurance - Reinsurance,333787318
GLS,Gelesis Holdings,Biotechnology,12033880
GLSI,Greenwich LifeSciences,Biotechnology,169596240
GLST,Global Star Acquisition,Shell Companies,129072390
GLT,Glatfelter,Paper & Paper Products,150619392
GLTA,Galata Acquisition,Shell Companies,186695832
GLTO,Galecto,Biotechnology,56224965
GLUE,Monte Rosa Therapeutics,Biotechnology,414615600
GLW,Corning,Electronic Components,29610758400
GLYC,GlycoMimetics,Biotechnology,80306500
GM,General Motors Company,Auto Manufacturers,50583592800
GMAB,Genmab,Biotechnology,24506208899
GMBL,Esports Entertainment Group,Gambling,7098683
GMDA,Gamida Cell,Biotechnology,60412230
GME,GameStop,Specialty Retail,7059319935
GMED,Globus Medical,Medical Devices,5709950916
GMFI,Aetherium Acquisition,Shell Companies,155294460
GMGI,Golden Matrix Group,Electronic Gaming & Multimedia,97540849
GMRE,Global Medical REIT,REIT - Healthcare Facilities,633163791
GMS,GMS Inc.,Building Products & Equipment,2377957635
GMVD,G Medical Innovations Holdings,Medical Instruments & Supplies,1430367
GNE,Genie Energy,Utilities - Regulated Electric,372247432
GNFT,Genfit,Biotechnology,200507388
GNK,Genco Shipping & Trading,Marine Shipping,649299248
GNL,Global Net Lease,REIT - Diversified,1331689850
GNLN,Greenlane Holdings,Tobacco,6005330
GNLX,Genelux,Biotechnology,650526480
GNPX,Genprex,Biotechnology,45737208
GNRC,Generac Holdings,Specialty Industrial Machinery,6716650375
GNS,Genius Group,Education & Training Services,34073166
GNSS,Genasys,Scientific & Technical Instruments,109165023
GNTA,Genenta Science S.p.A.,Biotechnology,109301400
GNTX,Gentex,Auto Parts,6533566200
GNTY,Guaranty Bancshares,Banks - Regional,314363448
GNUS,Genius Brands International,Entertainment,92995576
